Year,Direction of flight,Overseas port,Value,Value Unit,Value Label,Null Reason
2023,Departures,Nagoya,0,number,Number of flights,
2023,Departures,Noumea,259,number,Number of flights,
2023,Departures,Tokyo,374,number,Number of flights,
2023,Departures,Coolangatta,1554,number,Number of flights,
2023,Departures,Perth,462,number,Number of flights,
2023,Departures,Papeete,280,number,Number of flights,
2023,Departures,Rarotonga,652,number,Number of flights,
2023,Departures,Santiago,361,number,Number of flights,
2023,Departures,Seoul,423,number,Number of flights,
2023,Departures,San Francisco,511,number,Number of flights,
2023,Departures,Shanghai,621,number,Number of flights,
2023,Departures,Singapore,1447,number,Number of flights,
2023,Departures,Sydney,8422,number,Number of flights,
2023,Departures,Tonga,311,number,Number of flights,
2023,Departures,Taipei,419,number,Number of flights,
2023,Departures,Port Vila,153,number,Number of flights,
2023,Departures,Vancouver,376,number,Number of flights,
2023,Departures,Total all overseas ports,32865,number,Number of flights,
2023,Total,Adelaide,900,number,Number of flights,
2023,Total,Apia,942,number,Number of flights,
2023,Total,Beijing,293,number,Number of flights,
2023,Total,Bangkok,5,number,Number of flights,
2023,Total,Brisbane,7738,number,Number of flights,
2023,Total,Bandar Seri Begawan,0,number,Number of flights,
2023,Total,Guangzhou,794,number,Number of flights,
2023,Total,Cairns,163,number,Number of flights,
2023,Total,Denpasar,216,number,Number of flights,
2023,Total,Dubai,1283,number,Number of flights,
2023,Total,Buenos Aires,0,number,Number of flights,
2023,Total,Hong Kong,1063,number,Number of flights,
2023,Total,Honolulu,730,number,Number of flights,
2023,Total,Osaka,1,number,Number of flights,
2023,Total,Kuala Lumpur,836,number,Number of flights,
2023,Total,Los Angeles,1408,number,Number of flights,
2023,Total,London,0,number,Number of flights,
2023,Total,Melbourne,11298,number,Number of flights,
2023,Total,Nadi,3271,number,Number of flights,
2023,Total,Nagoya,0,number,Number of flights,
2023,Total,Noumea,518,number,Number of flights,
2023,Total,Tokyo,749,number,Number of flights,
2023,Total,Coolangatta,3106,number,Number of flights,
2023,Total,Perth,928,number,Number of flights,
2023,Total,Papeete,561,number,Number of flights,
2023,Total,Rarotonga,1321,number,Number of flights,
2023,Total,Santiago,727,number,Number of flights,
2023,Total,Seoul,850,number,Number of flights,
2023,Total,San Francisco,1020,number,Number of flights,
2023,Total,Shanghai,1240,number,Number of flights,
2023,Total,Singapore,2879,number,Number of flights,
2023,Total,Sydney,16830,number,Number of flights,
2023,Total,Tonga,645,number,Number of flights,
2023,Total,Taipei,840,number,Number of flights,
2023,Total,Port Vila,307,number,Number of flights,
2023,Total,Vancouver,754,number,Number of flights,
2023,Total,Total all overseas ports,65836,number,Number of flights,
